	Chemical name	Internal compound ID	Compound Class	PubChem CID	PUBCHEM_isosmiles
627	Benazepril hydrochloride	PW8-G9	pharmaceutical drugs	5362124	CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CCC3=CC=CC=C3N(C2=O)CC(=O)O
628	Aniracetam	PW8-G10	pharmaceutical drugs	2196	COC1=CC=C(C=C1)C(=O)N2CCCC2=O
629	Dimethisoquin hydrochloride	PW8-G11	pharmaceutical drugs	6857	CCCCC1=CC2=CC=CC=C2C(=N1)OCCN(C)C
630	Alendronate sodium	PW8-H2	pharmaceutical drugs	17684448	C(CC(O)(P(=O)(O)O)P(=O)(O)[O-])CN
631	Dipivefrin hydrochloride	PW8-H3	pharmaceutical drugs	3105	CC(C)(C)C(=O)OC1=C(C=C(C=C1)C(CNC)O)OC(=O)C(C)(C)C
632	Thiorphan	PW8-H4	pharmaceutical drugs	3132	C1=CC=C(C=C1)CC(CS)C(=O)NCC(=O)O
633	Tomoxetine hydrochloride	PW8-H5	pharmaceutical drugs	54841	CC1=CC=CC=C1O[C@H](CCNC)C2=CC=CC=C2
634	Aceclidine hydrochloride	PW8-H6	pharmaceutical drugs	1979	CC(=O)OC1CN2CCC1CC2
635	Penciclovir	PW8-H7	pharmaceutical drugs	135398748	C1=NC2=C(N1CCC(CO)CO)N=C(NC2=O)N
636	Levetiracetam	PW8-H8	pharmaceutical drugs	5284583	CC[C@@H](C(=O)N)N1CCCC1=O
637	Dexfenfluramine hydrochloride	PW8-H9	pharmaceutical drugs	66265	CCN[C@@H](C)CC1=CC(=CC=C1)C(F)(F)F
638	Etoricoxib	PW8-H10	pharmaceutical drugs	123619	CC1=NC=C(C=C1)C2=C(C=C(C=N2)Cl)C3=CC=C(C=C3)S(=O)(=O)C
639	Sertindole	PW8-H11	pharmaceutical drugs	60149	C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O
640	Sulmazole	PW9-A2	pharmaceutical drugs	5353	COC1=C(C=CC(=C1)S(=O)C)C2=NC3=C(N2)C=CC=N3
641	Gefitinib	PW9-A3	pharmaceutical drugs	123631	COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4
642	Flunisolide	PW9-A4	pharmaceutical drugs	82153	C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)C[C@@H](C5=CC(=O)C=C[C@]35C)F)O
643	Citiolone	PW9-A5	pharmaceutical drugs	14520	CC(=O)NC1CCSC1=O
644	Flurandrenolide	PW9-A6	pharmaceutical drugs	15209	C[C@]12CCC(=O)C=C1[C@H](C[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3C[C@@H]5[C@]4(OC(O5)(C)C)C(=O)CO)C)O)F
645	Oxiconazole nitrate	PW9-A7	pharmaceutical drugs	5361463	C1=CC(=C(C=C1Cl)Cl)CO/N=C(/CN2C=CN=C2)\C3=C(C=C(C=C3)Cl)Cl
646	Rebamipide	PW9-A8	pharmaceutical drugs	5042	C1=CC=C2C(=C1)C(=CC(=O)N2)CC(C(=O)O)NC(=O)C3=CC=C(C=C3)Cl
647	Nilvadipine	PW9-A9	pharmaceutical drugs	4494	CC1=C(C(C(=C(N1)C#N)C(=O)OC)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC(C)C
648	Etanidazole	PW9-A10	pharmaceutical drugs	3276	C1=CN(C(=N1)[N+](=O)[O-])CC(=O)NCCO
649	Pinaverium bromide	PW9-A11	pharmaceutical drugs	13981868	CC1([C@H]2CCC([C@@H]1C2)CCOCC[N+]3(CCOCC3)CC4=CC(=C(C=C4Br)OC)OC)C
650	Glimepiride	PW9-B2	pharmaceutical drugs	3476	CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C
651	Picrotoxinin	PW9-B3	pharmaceutical drugs	24041599	CC(=C)[C@H]1[C@@H]2[C@@H]3[C@@]4([C@](C1C(=O)O2)(CC5[C@]4(O5)C(=O)O3)O)C
652	Mepenzolate bromide	PW9-B4	pharmaceutical drugs	4057	C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C
653	Benfotiamine	PW9-B5	pharmaceutical drugs	3032771	CC1=NC=C(C(=N1)N)CN(C=O)/C(=C(/CCOP(=O)(O)O)\SC(=O)C2=CC=CC=C2)/C
654	Halcinonide	PW9-B6	pharmaceutical drugs	443943	C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3C[C@@H]5[C@]4(OC(O5)(C)C)C(=O)CCl)C)O)F
655	Lanatoside C	PW9-B7	pharmaceutical drugs	74192699	CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4(C3(CC(C5(C4(CCC5C6=CC(=O)OC6)O)C)O)C)C)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)OC(=O)C)O
656	Benzamil hydrochloride	PW9-B8	pharmaceutical drugs	108107	C1=CC=C(C=C1)CN=C(N)NC(=O)C2=C(N=C(C(=N2)Cl)N)N
657	Suxibuzone	PW9-B9	pharmaceutical drugs	5362	CCCCC1(C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)COC(=O)CCC(=O)O
658	Kinetin	PW9-B10	pharmaceutical drugs	3830	C1=COC(=C1)CNC2=NC=NC3=C2NC=N3
659	Avermectin B1	PW9-B11	pharmaceutical drugs	6419869	CC[C@H](C)[C@@H]1[C@H](C=C[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/C([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H](C([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C
660	Pranlukast	PW9-C2	pharmaceutical drugs	4887	C1=CC=C(C=C1)CCCCOC2=CC=C(C=C2)C(=O)NC3=CC=CC4=C3OC(=CC4=O)C5=NNN=N5
661	D,L-Penicillamine	PW9-C3	pharmaceutical drugs	92863	CC(C)([C@@H](C(=O)O)N)S
662	Zileuton	PW9-C4	pharmaceutical drugs	60490	CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O
663	Loratadine	PW9-C5	pharmaceutical drugs	3957	CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1
664	Tetraethylenepentamine pentahydrochloride	PW9-C6	pharmaceutical drugs	8197	C(CNCCNCCNCCN)N
665	Nisoldipine	PW9-C7	pharmaceutical drugs	4499	CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
666	Acefylline	PW9-C8	pharmaceutical drugs	69550	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O
667	Acitretin	PW9-C9	pharmaceutical drugs	5284513	CC1=CC(=C(C(=C1/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C)C)C)OC
668	Zonisamide	PW9-C10	pharmaceutical drugs	5734	C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N
669	Irsogladine maleate	PW9-C11	pharmaceutical drugs	3752	C1=CC(=C(C=C1Cl)C2=NC(=NC(=N2)N)N)Cl
670	Dydrogesterone	PW9-D2	pharmaceutical drugs	9051	CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2C=CC4=CC(=O)CC[C@@]34C)C
671	Sumatriptan succinate	PW9-D3	pharmaceutical drugs	5358	CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C
672	Opipramol dihydrochloride	PW9-D4	pharmaceutical drugs	9417	C1CN(CCN1CCCN2C3=CC=CC=C3C=CC4=CC=CC=C42)CCO
673	Nalidixic acid sodium salt	PW9-D5	pharmaceutical drugs	3996620	CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)[O-]
674	Oxacillin sodium	PW9-D6	pharmaceutical drugs	6426740	CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-]
675	Beta-Escin	PW9-D7	pharmaceutical drugs	126479938	CC(=COC1[C@@H](C2([C@@H](C[C@@]3(C(=CCC4C3(CCC5C4(CCC([C@]5(C)CO)OC6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O)O[C@H]8[C@@H]([C@H](C([C@H](O8)CO)O)O)O)C)C)C2CC1(C)C)C)O)CO)OC(=O)C)C(=O)O
676	Thiamine hydrochloride	PW9-D8	pharmaceutical drugs	1130	CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO
677	Tazobactam	PW9-D9	pharmaceutical drugs	123630	C[C@@]1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)O)CN3C=CN=N3
678	Ibandronate sodium	PW9-D10	pharmaceutical drugs	60852	CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O
680	Pranoprofen	PW9-E2	pharmaceutical drugs	4888	CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O
681	Secnidazole	PW9-E3	pharmaceutical drugs	71815	CC1=NC=C(N1CC(C)O)[N+](=O)[O-]
682	Tadalafil	PW9-E4	pharmaceutical drugs	110635	CN1CC(=O)N2[C@@H](C1=O)CC3=C([C@H]2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36
683	Mirabegron	PW9-E5	pharmaceutical drugs	18319735	C1=CC=C(C=C1)C(CNCCC2=CC=C(C=C2)NC(=O)CC3=CSC(=N3)N)O
684	Ibutilide fumarate	PW9-E6	pharmaceutical drugs	60753	CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O
685	Tigecycline	PW9-E7	pharmaceutical drugs	54681041	CC(C)(C)NCC(=O)NC1=CC(=C2CC3CC4C(C(=O)C(=C(C4(C(=O)C3=C(C2=C1O)O)O)O)C(=O)N)N(C)C)N(C)C
686	Tramadol hydrochloride	PW9-E8	pharmaceutical drugs	33741	CN(C)C[C@H]1CCCC[C@@]1(C2=CC(=CC=C2)OC)O
687	Estropipate piperazine salt	PW9-E9	pharmaceutical drugs	3001028	C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O
688	N-Butylscopolammonium bromide	PW9-E10	pharmaceutical drugs	160883	CCCC[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)C
689	Irinotecan hydrochloride trihydrate	PW9-E11	pharmaceutical drugs	60838	CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7
690	Tylosin	PW9-F2	pharmaceutical drugs	73440817	CC[C@@H]1[C@H](/C=C(/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3CC([C@H]([C@@H](O3)C)O)(C)O)N(C)C)O)CC=O)C)\C)CO[C@H]4[C@@H]([C@@H]([C@@H]([C@H](O4)C)O)OC)OC
691	Citalopram hydrobromide	PW9-F3	pharmaceutical drugs	2771	CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
692	Promazine hydrochloride	PW9-F4	pharmaceutical drugs	4926	CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31
693	Sulfamerazine	PW9-F5	pharmaceutical drugs	5325	CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N
694	Venlafaxine	PW9-F6	pharmaceutical drugs	5656	CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O
695	Ethotoin	PW9-F7	pharmaceutical drugs	3292	CCN1C(=O)C(NC1=O)C2=CC=CC=C2
696	Dasabuvir	PW9-F8	pharmaceutical drugs	56640146	CC(C)(C)C1=CC(=CC(=C1OC)C2=CC3=C(C=C2)C=C(C=C3)NS(=O)(=O)C)N4C=CC(=O)NC4=O
697	Tetrahydrozoline hydrochloride	PW9-F9	pharmaceutical drugs	5419	C1CC(C2=CC=CC=C2C1)C3=NCCN3
698	Hexestrol	PW9-F10	pharmaceutical drugs	3606	CCC(C1=CC=C(C=C1)O)C(CC)C2=CC=C(C=C2)O
699	Cefmetazole sodium salt	PW9-F11	pharmaceutical drugs	475318	CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)CSCC#N)OC)SC2)C(=O)[O-]
700	Trihexyphenidyl-D,L hydrochloride	PW9-G2	pharmaceutical drugs	5572	C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O
701	Succinylsulfathiazole	PW9-G3	pharmaceutical drugs	5315	C1=CC(=CC=C1NC(=O)CCC(=O)O)S(=O)(=O)NC2=NC=CS2
703	Bromopride	PW9-G5	pharmaceutical drugs	2446	CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Br
704	Methyl benzethonium chloride	PW9-G6	pharmaceutical drugs	4135	CC1=C(C=CC(=C1)C(C)(C)CC(C)(C)C)OCCOCC[N+](C)(C)CC2=CC=CC=C2
705	Chlorcyclizine hydrochloride	PW9-G7	pharmaceutical drugs	2710	CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
706	Diphenylpyraline hydrochloride	PW9-G8	pharmaceutical drugs	3103	CN1CCC(CC1)OC(C2=CC=CC=C2)C3=CC=CC=C3
707	Benzethonium chloride	PW9-G9	pharmaceutical drugs	2335	CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2
708	Trioxsalen	PW9-G10	pharmaceutical drugs	5585	CC1=CC(=O)OC2=C1C=C3C=C(OC3=C2C)C
709	Doxofylline	PW9-G11	pharmaceutical drugs	50942	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC3OCCO3
710	Sulfabenzamide	PW9-H2	pharmaceutical drugs	5319	C1=CC=C(C=C1)C(=O)NS(=O)(=O)C2=CC=C(C=C2)N
711	Benzocaine	PW9-H3	pharmaceutical drugs	2337	CCOC(=O)C1=CC=C(C=C1)N
712	Dipyrone sodium salt	PW9-H4	pharmaceutical drugs	3110	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)[O-]
713	Isosorbide dinitrate	PW9-H5	pharmaceutical drugs	6883	C1[C@H]([C@@H]2[C@H](O1)[C@H](CO2)O[N+](=O)[O-])O[N+](=O)[O-]
714	Sulfachloropyridazine	PW9-H6	pharmaceutical drugs	6634	C1=CC(=CC=C1N)S(=O)(=O)NC2=NN=C(C=C2)Cl
715	Pramoxine hydrochloride	PW9-H7	pharmaceutical drugs	4886	CCCCOC1=CC=C(C=C1)OCCCN2CCOCC2
716	Finasteride	PW9-H8	pharmaceutical drugs	57363	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC[C@@H]4[C@@]3(C=CC(=O)N4)C
717	Fluorometholone	PW9-H9	pharmaceutical drugs	9878	C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@]2([C@@]4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O
718	Cephalothin sodium salt	PW9-H10	pharmaceutical drugs	7048634	CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)[O-]
719	Cefuroxime sodium salt	PW9-H11	pharmaceutical drugs	22791992	CO/N=C(\C1=CC=CO1)/C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)[O-]
720	Althiazide	PW10-A2	pharmaceutical drugs	2122	C=CCSCC1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
721	Isopyrin hydrochloride	PW10-A3	pharmaceutical drugs	5037	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(C)C
722	Phenethicillin potassium salt	PW10-A4	pharmaceutical drugs	21680704	CC(C(=O)N[C@H]1[C@@H]2N(C1=O)[C@H](C(S2)(C)C)C(=O)[O-])OC3=CC=CC=C3
723	Sulfamethoxypyridazine	PW10-A5	pharmaceutical drugs	5330	COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N
724	Deferoxamine mesylate	PW10-A6	pharmaceutical drugs	2973	CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O
725	Mephentermine hemisulfate	PW10-A7	pharmaceutical drugs	73707340	CC(C)(CC1=CC=CC=C1)NC.CC(C)(CC1=CC=CC=C1)NC
726	Liranaftate	PW10-A8	pharmaceutical drugs	3936	CN(C1=NC(=CC=C1)OC)C(=S)OC2=CC3=C(CCCC3)C=C2
727	Sulfadimethoxine	PW10-A9	pharmaceutical drugs	5323	COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC
728	Sulfanilamide	PW10-A10	pharmaceutical drugs	5333	C1=CC(=CC=C1N)S(=O)(=O)N
729	Balsalazide disodium salt	PW10-A11	pharmaceutical drugs	135920971	C1=CC(=CC=C1C(=O)NCCC(=O)[O-])N=NC2=CC(=C(C=C2)[O-])C(=O)O
730	Sulfaquinoxaline sodium salt	PW10-B2	pharmaceutical drugs	5337	C1=CC=C2C(=C1)N=CC(=N2)[N-]S(=O)(=O)C3=CC=C(C=C3)N
731	Streptozotocin	PW10-B3	pharmaceutical drugs	29327	CN(C(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O)CO)O)O)N=O
732	Metoprolol-(+)-tartrate salt	PW10-B4	pharmaceutical drugs	21997268	CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.CC(C)NCC(COC1=CC=C(C=C1)CCOC)O
733	Flumethasone	PW10-B5	pharmaceutical drugs	16490	C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C)F
734	Flecainide acetate	PW10-B6	pharmaceutical drugs	3356	C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F
735	Cefazolin sodium salt	PW10-B7	pharmaceutical drugs	641385	CC1=NN=C(S1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)[O-]
736	Trimetozine	PW10-B8	pharmaceutical drugs	12478	COC1=CC(=CC(=C1OC)OC)C(=O)N2CCOCC2
737	Folinic acid calcium salt	PW10-B9	pharmaceutical drugs	135823198	C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-]
738	Levonordefrin	PW10-B10	pharmaceutical drugs	164739	C[C@@H]([C@@H](C1=CC(=C(C=C1)O)O)O)N
739	Amprenavir	PW10-B11	pharmaceutical drugs	65016	CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N
740	Bimatoprost	PW10-C2	pharmaceutical drugs	5311027	CCNC(=O)CCC/C=C\C[C@H]1[C@H](C[C@H]([C@@H]1/C=C/[C@H](CCC2=CC=CC=C2)O)O)O
741	Sulfamethizole	PW10-C3	pharmaceutical drugs	5328	CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N
742	Medrysone	PW10-C4	pharmaceutical drugs	247839	C[C@H]1C[C@H]2[C@@H]3CC[C@@H]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)CC4)C)O)C)C(=O)C
743	Flunixin meglumine	PW10-C5	pharmaceutical drugs	38081	CC1=C(C=CC=C1NC2=C(C=CC=N2)C(=O)O)C(F)(F)F
744	Spiramycin	PW10-C6	pharmaceutical drugs	6419898	C[C@@H]1C/C=C/C=C/[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)OC4CCC(C(O4)C)N(C)C
745	Glycopyrrolate bromide	PW10-C7	pharmaceutical drugs	3494	C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C
746	Aprepitant	PW10-C8	pharmaceutical drugs	135413536	C[C@H](C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)O[C@@H]2[C@@H](N(CCO2)CC3=NNC(=O)N3)C4=CC=C(C=C4)F
747	Monensin sodium salt	PW10-C9	pharmaceutical drugs	21637995	CC[C@]1(CC[C@@H](O1)[C@@]2(CC[C@@]3(O2)C[C@@H]([C@H]([C@H](O3)[C@@H](C)[C@H]([C@H](C)C(=O)[O-])OC)C)O)C)[C@H]4[C@H](C[C@@H](O4)[C@@H]5[C@H](C[C@H]([C@@](O5)(CO)O)C)C)C
748	Isoetharine mesylate salt	PW10-C10	pharmaceutical drugs	3762	CCC(C(C1=CC(=C(C=C1)O)O)O)NC(C)C
749	Dronedarone hydrochloride	PW10-C11	pharmaceutical drugs	208898	CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC
750	Terazosin hydrochloride	PW10-D2	pharmaceutical drugs	5401	COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC
751	Phenazopyridine hydrochloride	PW10-D3	pharmaceutical drugs	4756	C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N
752	Demeclocycline hydrochloride	PW10-D4	pharmaceutical drugs	54680690	CN(C)[C@H]1[C@@H]2C[C@@H]3[C@@H](C4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O
753	Fenoprofen calcium salt dihydrate	PW10-D5	pharmaceutical drugs	156610540	CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)[O-].CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)[O-]
754	Piperacillin sodium salt	PW10-D6	pharmaceutical drugs	21680710	CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-]
755	Diethylstilbestrol	PW10-D7	pharmaceutical drugs	448537	CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O
756	Chlorotrianisene	PW10-D8	pharmaceutical drugs	11289	COC1=CC=C(C=C1)C(=C(C2=CC=C(C=C2)OC)Cl)C3=CC=C(C=C3)OC
757	Ribostamycin sulfate salt	PW10-D9	pharmaceutical drugs	23958198	C1[C@H]([C@@H]([C@H](C([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)O)N
758	Methacholine chloride	PW10-D10	pharmaceutical drugs	1993	CC(C[N+](C)(C)C)OC(=O)C
759	Pipenzolate bromide	PW10-D11	pharmaceutical drugs	4832	CC[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C
760	Butamben	PW10-E2	pharmaceutical drugs	2482	CCCCOC(=O)C1=CC=C(C=C1)N
761	Sulfapyridine	PW10-E3	pharmaceutical drugs	5336	C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N
762	Meclofenoxate hydrochloride	PW10-E4	pharmaceutical drugs	4039	CN(C)CCOC(=O)COC1=CC=C(C=C1)Cl
763	Furaltadone hydrochloride	PW10-E5	pharmaceutical drugs	5353635	C1COCCN1CC2CN(C(=O)O2)/N=C\C3=CC=C(O3)[N+](=O)[O-]
765	Tinidazole	PW10-E7	pharmaceutical drugs	5479	CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C
766	Guanadrel sulfate	PW10-E8	pharmaceutical drugs	66931399	C1CCC2(CC1)OCC(O2)CN=C(N)N.C1CCC2(CC1)OCC(O2)CN=C(N)N
767	Vidarabine	PW10-E9	pharmaceutical drugs	21704	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N
768	Sulfameter	PW10-E10	pharmaceutical drugs	5326	COC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N
769	Isopropamide iodide	PW10-E11	pharmaceutical drugs	6284	CC(C)[N+](C)(CCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)N)C(C)C.[I-]
770	Alclometasone dipropionate	PW10-F2	pharmaceutical drugs	6713977	CCC(=O)OCC(=O)C1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2[C@@H](CC4=CC(=O)C=C[C@]34C)Cl)O)C)C)OC(=O)CC
771	Leflunomide	PW10-F3	pharmaceutical drugs	3899	CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F
772	(D-) Norgestrel	PW10-F4	pharmaceutical drugs	13109	CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
773	Fluocinonide	PW10-F5	pharmaceutical drugs	9642	CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3C[C@@H](C5=CC(=O)C=C[C@@]54C)F)F)O)C)OC(O2)(C)C
774	Sulfamethazine sodium salt	PW10-F6	pharmaceutical drugs	4739621	CC1=CC(=NC(=N1)[N-]S(=O)(=O)C2=CC=C(C=C2)N)C
775	Guaifenesin	PW10-F7	pharmaceutical drugs	3516	COC1=CC=CC=C1OCC(CO)O
776	Alexidine dihydrochloride	PW10-F8	pharmaceutical drugs	2090	CCCCC(CC)CN=C(N)NC(=NCCCCCCN=C(N)NC(=NCC(CC)CCCC)N)N
777	Alogliptin benzoate	PW10-F9	pharmaceutical drugs	146047993	CN1C(=O)C=C(N(C1=O)CC2=CC=CC=C2C#N)C3CCC[C@H](C3)N.C1=CC=C(C=C1)C(=O)O
778	Zomepirac sodium salt	PW10-F10	pharmaceutical drugs	6921821	CC1=C(N(C(=C1)CC(=O)[O-])C)C(=O)C2=CC=C(C=C2)Cl
779	Cinoxacin	PW10-F11	pharmaceutical drugs	2762	CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3
780	Clobetasol propionate	PW10-G2	pharmaceutical drugs	32798	CCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CCl
781	Podophyllotoxin	PW10-G3	pharmaceutical drugs	10607	COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O
782	Clofibric acid	PW10-G4	pharmaceutical drugs	2797	CC(C)(C(=O)O)OC1=CC=C(C=C1)Cl
783	Bendroflumethiazide	PW10-G5	pharmaceutical drugs	2315	C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2
784	Dicumarol	PW10-G6	pharmaceutical drugs	54676038	C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O
